Odour_presentation,Duration_sniffing,Source,Odour_type_presentation,Video_id,Genotype,Sex,Age,Filtered,Status
Odour2.3,71.2,Manual,Novel3,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour3.1,33.9,Manual,Water1,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour3.2,34.6,Manual,Water2,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour3.3,17.6,Manual,Water3,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour1.1,39.3,Manual,Water1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.2,50.1,Manual,Water2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.3,62.4,Manual,Water3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.1,24.6,Manual,Familiar1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.2,20,Manual,Familiar2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.3,19.4,Manual,Familiar3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.1,42.8,Manual,Novel1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.2,62.1,Manual,Novel2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.3,18.8,Manual,Novel3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.1,0,Manual,Water1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour1.2,0,Manual,Water2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour1.3,27.6,Manual,Water3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour2.1,18.7,Manual,Familiar1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour2.2,9.1,Manual,Familiar2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour2.3,10.9,Manual,Familiar3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.1,19.2,Manual,Novel1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.2,1.7,Manual,Novel2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.3,17.7,Manual,Novel3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour1.1,19.2,Manual,Novel1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.2,2.7,Manual,Novel2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.3,0.7,Manual,Novel3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.1,14.6,Manual,Familiar1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.2,13.4,Manual,Familiar2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.3,5.6,Manual,Familiar3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour3.1,16.7,Manual,Water1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour3.2,1,Manual,Water2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour3.3,0,Manual,Water3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.1,20.2,Manual,Familiar1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.2,5.2,Manual,Familiar2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.3,7.4,Manual,Familiar3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.1,28,Manual,Novel1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.2,7.9,Manual,Novel2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.3,17.7,Manual,Novel3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour3.1,11.7,Manual,Water1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour3.2,1.7,Manual,Water2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour3.3,7.7,Manual,Water3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.1,29.5,Manual,Familiar1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.2,25.1,Manual,Familiar2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.3,8.2,Manual,Familiar3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.1,35.7,Manual,Novel1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.2,0,Manual,Novel2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.3,13.8,Manual,Novel3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.1,21.3,Manual,Water1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.2,6.4,Manual,Water2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.3,1.7,Manual,Water3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.1,30.6,ML,Novel1,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour1.2,13.84,ML,Novel2,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour1.3,11.48,ML,Novel3,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour2.1,25.84,ML,Water1,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour2.2,9.24,ML,Water2,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour2.3,0,ML,Water3,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour3.1,20.44,ML,Familiar1,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour3.2,0.84,ML,Familiar2,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour3.3,18.44,ML,Familiar3,1671611841850_000000_20221221NWFC9ORF31c,4,Female,67,No,1
Odour1.1,36.64,ML,Novel1,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour1.2,15.28,ML,Novel2,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour1.3,10.12,ML,Novel3,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour2.1,34.64,ML,Familiar1,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour2.2,10.12,ML,Familiar2,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour2.3,6.92,ML,Familiar3,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour3.1,14.4,ML,Water1,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour3.2,0.92,ML,Water2,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour3.3,2.48,ML,Water3,1671614382683_000000_20221221NFWC9ORF31d,2,Female,67,No,1
Odour1.1,37.6,ML,Novel1,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour1.2,41.12,ML,Novel2,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour1.3,14.92,ML,Novel3,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour2.1,25.04,ML,Familiar1,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour2.2,0,ML,Familiar2,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour2.3,0,ML,Familiar3,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour3.1,19.28,ML,Water1,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour3.2,11.44,ML,Water2,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour3.3,0,ML,Water3,1671614438865_000000_20221221NFWC9ORF42a,2,Female,67,No,1
Odour1.1,46.84,ML,Familiar1,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour1.2,45.88,ML,Familiar2,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour1.3,89.32,ML,Familiar3,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour2.1,63.88,ML,Novel1,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour2.2,28.28,ML,Novel2,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour2.3,6.48,ML,Novel3,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour3.1,26.6,ML,Water1,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour3.2,34.96,ML,Water2,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour3.3,5.64,ML,Water3,1671614476569_000000_20221221FNWC9ORF31c,4,Female,67,No,1
Odour1.1,51.4,ML,Familiar1,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour1.2,35.72,ML,Familiar2,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour1.3,14.44,ML,Familiar3,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour2.1,41.52,ML,Novel1,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour2.2,52.4,ML,Novel2,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour2.3,9.84,ML,Novel3,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour3.1,26,ML,Water1,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour3.2,58.32,ML,Water2,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour3.3,13.28,ML,Water3,1671614539305_000000_20221221FNWC9ORF41a,4,Female,67,No,1
Odour1.1,34.68,ML,Familiar1,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,1
Odour1.2,24.04,ML,Familiar2,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,1
Odour1.3,19.96,ML,Familiar3,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,1
Odour2.1,0.44,ML,Novel1,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,0
Odour2.2,0.32,ML,Novel2,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,0
Odour2.3,21.96,ML,Novel3,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,0
Odour3.1,22.24,ML,Water1,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,1
Odour3.2,8.56,ML,Water2,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,1
Odour3.3,5.92,ML,Water3,1671614575601_000000_20221221FNWC9ORF31e,4,Female,67,No,1
Odour1.1,31.8,ML,Familiar1,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour1.2,37.68,ML,Familiar2,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour1.3,4.8,ML,Familiar3,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour2.1,95.56,ML,Novel1,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour2.2,40.28,ML,Novel2,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour2.3,12.56,ML,Novel3,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour3.1,39.96,ML,Water1,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour3.2,43.64,ML,Water2,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour3.3,16.04,ML,Water3,1671620561756_000000_20221221FNWC9ORF14e,2,Male,67,No,1
Odour1.1,37.96,ML,Novel1,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour1.2,14.04,ML,Novel2,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour1.3,28.56,ML,Novel3,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour2.1,15.88,ML,Familiar1,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour2.2,39.52,ML,Familiar2,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour2.3,1.6,ML,Familiar3,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour3.1,30.24,ML,Water1,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour3.2,0.48,ML,Water2,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour3.3,10.4,ML,Water3,1671620630811_000000_20221221NFWC9ORF22g,4,Male,67,No,1
Odour1.1,24.32,ML,Novel1,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,1
Odour1.2,8.4,ML,Novel2,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,1
Odour1.3,7.56,ML,Novel3,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,1
Odour2.1,46.56,ML,Familiar1,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,1
Odour2.2,8.92,ML,Familiar2,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,1
Odour2.3,6.64,ML,Familiar3,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,1
Odour3.1,1.24,ML,Water1,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,0
Odour3.2,2.32,ML,Water2,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,0
Odour3.3,1.36,ML,Water3,1671620657662_000000_20221221NFWC9ORF22i,4,Male,67,No,0
Odour1.1,16.44,ML,Water1,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,1
Odour1.2,1.4,ML,Water2,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,1
Odour1.3,1.52,ML,Water3,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,1
Odour2.1,0,ML,Familiar1,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,0
Odour2.2,0,ML,Familiar2,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,0
Odour2.3,61.16,ML,Familiar3,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,0
Odour3.1,48.52,ML,Novel1,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,1
Odour3.2,33.16,ML,Novel2,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,1
Odour3.3,6.88,ML,Novel3,1671623696944_000000_20221221WFNC9ORF32e,2,Male,67,No,1
Odour1.1,9.96,ML,Water1,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,0
Odour1.2,16,ML,Water2,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,0
Odour1.3,26.52,ML,Water3,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,0
Odour2.1,0.4,ML,Familiar1,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,0
Odour2.2,51.04,ML,Familiar2,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,0
Odour2.3,12,ML,Familiar3,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,0
Odour3.1,10.28,ML,Novel1,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,1
Odour3.2,56.6,ML,Novel2,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,1
Odour3.3,7.12,ML,Novel3,1671623717486_000000_20221221WFNC9ORF32h,2,Male,67,No,1
Odour1.1,9.04,ML,Water1,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,0
Odour1.2,0,ML,Water2,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,0
Odour1.3,0,ML,Water3,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,0
Odour2.1,14.84,ML,Familiar1,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,1
Odour2.2,11.56,ML,Familiar2,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,1
Odour2.3,0,ML,Familiar3,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,1
Odour3.1,2.96,ML,Novel1,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,0
Odour3.2,2.84,ML,Novel2,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,0
Odour3.3,0,ML,Novel3,1671623738374_000000_20221221WFNC9ORF41c,2,Male,67,No,0
Odour1.1,50.16,ML,Familiar1,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour1.2,61.2,ML,Familiar2,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour1.3,39.92,ML,Familiar3,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour2.1,54.68,ML,Novel1,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour2.2,65,ML,Novel2,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour2.3,81.4,ML,Novel3,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour3.1,42.72,ML,Water1,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour3.2,67.68,ML,Water2,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour3.3,24.76,ML,Water3,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour1.1,38.84,ML,Water1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.2,50.96,ML,Water2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.3,56.48,ML,Water3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.1,51.64,ML,Familiar1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.2,37.16,ML,Familiar2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.3,16.28,ML,Familiar3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.1,48.04,ML,Novel1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.2,71.2,ML,Novel2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.3,36.56,ML,Novel3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.1,0,ML,Water1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour1.2,0,ML,Water2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour1.3,24.04,ML,Water3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour2.1,23.32,ML,Familiar1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour2.2,10.28,ML,Familiar2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour2.3,15.08,ML,Familiar3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.1,24.04,ML,Novel1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.2,0,ML,Novel2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.3,24.12,ML,Novel3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour1.1,14.72,ML,Novel1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.2,3.24,ML,Novel2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.3,0,ML,Novel3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.1,11.44,ML,Familiar1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.2,15.4,ML,Familiar2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.3,11.8,ML,Familiar3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour3.1,8.56,ML,Water1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,0
Odour3.2,0,ML,Water2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,0
Odour3.3,0,ML,Water3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,0
Odour1.1,10.8,ML,Familiar1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.2,1.56,ML,Familiar2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.3,5.44,ML,Familiar3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.1,17.08,ML,Novel1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.2,3.08,ML,Novel2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.3,10.32,ML,Novel3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour3.1,2.48,ML,Water1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,0
Odour3.2,0,ML,Water2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,0
Odour3.3,6,ML,Water3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,0
Odour1.1,28.96,ML,Familiar1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.2,26.04,ML,Familiar2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.3,9.56,ML,Familiar3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.1,36.84,ML,Novel1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.2,0.6,ML,Novel2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.3,14,ML,Novel3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.1,24.08,ML,Water1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.2,6.68,ML,Water2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.3,1.72,ML,Water3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
